,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,6491134,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,11.0,2014.0,5,9,19
1,6485299,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,6.0,2014.0,12,29,18
2,6485595,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,4.0,2014.0,4,21,19
3,6484791,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,1.0,2014.0,11,30,2
4,6487424,0820,THEFT,$500 AND UNDER,STREET,False,False,18.0,2014.0,1,15,11
5,6486185,0810,THEFT,OVER $500,STREET,False,False,12.0,2014.0,2,25,20
6,6487561,0460,BATTERY,SIMPLE,RESIDENCE,False,False,7.0,2014.0,1,26,15
7,6486564,0560,ASSAULT,SIMPLE,STREET,False,False,11.0,2014.0,10,17,21
8,6486573,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,6.0,2014.0,3,2,22
9,6487681,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,9.0,2014.0,7,8,20
