,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,3796199,0810,THEFT,OVER $500,SIDEWALK,False,False,19.0,2010.0,9,24,18
1,3805259,0820,THEFT,$500 AND UNDER,STREET,False,False,5.0,2010.0,11,2,16
2,3796196,0460,BATTERY,SIMPLE,STREET,False,False,14.0,2010.0,6,1,17
3,3805293,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,9.0,2010.0,4,8,11
4,3797161,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,22.0,2010.0,8,16,9
5,3797154,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,8.0,2010.0,10,18,22
6,3805308,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,9.0,2010.0,5,16,10
7,3805291,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,11.0,2010.0,4,7,19
8,3805292,0810,THEFT,OVER $500,STREET,False,False,8.0,2010.0,7,12,9
9,3805541,0820,THEFT,$500 AND UNDER,STREET,False,False,12.0,2010.0,6,7,22
