,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,1923516,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,25.0,2006.0,7,10,18
1,1923514,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,12.0,2006.0,7,30,22
2,1923521,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,8.0,2006.0,11,6,0
3,1923543,0460,BATTERY,SIMPLE,STREET,False,False,7.0,2006.0,6,22,17
4,1923523,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,7.0,2006.0,4,1,0
5,1923515,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,11.0,2006.0,10,20,21
6,1923567,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,5.0,2006.0,12,12,15
7,1923524,0810,THEFT,OVER $500,STREET,False,False,17.0,2006.0,7,17,1
8,1923528,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,False,False,8.0,2006.0,6,14,15
9,1923751,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,18.0,2006.0,2,16,8
