,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,6,0810,THEFT,OVER $500,STREET,False,False,5.0,2001.0,6,29,22
1,32,0460,BATTERY,SIMPLE,RESIDENCE,False,True,25.0,2001.0,7,21,21
2,1078,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,7.0,2001.0,2,6,17
3,132,0460,BATTERY,SIMPLE,RESIDENCE,False,False,18.0,2001.0,12,4,9
4,17,2027,NARCOTICS,POSS: CRACK,STREET,True,False,2.0,2001.0,2,26,19
5,20,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,7.0,2001.0,4,18,20
6,382,0560,ASSAULT,SIMPLE,STREET,False,False,14.0,2001.0,11,20,16
7,1193,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,3.0,2001.0,5,6,0
8,335,0820,THEFT,$500 AND UNDER,STREET,False,False,8.0,2001.0,1,19,15
9,118,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,10.0,2001.0,10,1,21
