,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,6485313,0810,THEFT,OVER $500,STREET,False,False,19.0,2015.0,6,29,18
1,6484721,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,3.0,2015.0,8,17,13
2,6485353,0460,BATTERY,SIMPLE,APARTMENT,False,False,7.0,2015.0,3,11,20
3,6484757,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,22.0,2015.0,10,25,15
4,6484758,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,4.0,2015.0,5,15,22
5,6485320,0860,THEFT,RETAIL THEFT,SIDEWALK,True,False,11.0,2015.0,8,2,19
6,6485315,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,4.0,2015.0,5,18,19
7,6486181,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,12.0,2015.0,1,26,16
8,6485318,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,6.0,2015.0,7,10,10
9,6484724,0820,THEFT,$500 AND UNDER,STREET,False,False,5.0,2015.0,8,14,10
