,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,3795895,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,8.0,2008.0,9,4,15
1,3795862,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,6.0,2008.0,6,1,20
2,3795857,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,7.0,2008.0,10,12,21
3,3795864,0460,BATTERY,SIMPLE,STREET,False,False,22.0,2008.0,6,11,14
4,3795867,0820,THEFT,$500 AND UNDER,STREET,False,False,19.0,2008.0,5,27,22
5,3796218,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,12.0,2008.0,2,12,22
6,3795898,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,11.0,2008.0,12,22,21
7,3795859,0810,THEFT,OVER $500,STREET,False,False,24.0,2008.0,10,29,18
8,3795900,0460,BATTERY,SIMPLE,SIDEWALK,False,False,17.0,2008.0,1,29,17
9,3796275,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,7.0,2008.0,9,23,22
