,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,46,0460,BATTERY,SIMPLE,STREET,False,False,17.0,2004.0,7,27,14
1,0,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,14.0,2004.0,1,4,0
2,3,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,6.0,2004.0,12,5,14
3,45,0820,THEFT,$500 AND UNDER,STREET,False,False,8.0,2004.0,6,10,13
4,158,0460,BATTERY,SIMPLE,STREET,False,False,5.0,2004.0,8,29,16
5,11,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,19.0,2004.0,10,1,0
6,257,0460,BATTERY,SIMPLE,RESIDENCE,False,False,8.0,2004.0,5,19,23
7,179,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,25.0,2004.0,10,19,22
8,157,0460,BATTERY,SIMPLE,STREET,False,False,5.0,2004.0,7,25,0
9,67,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,3.0,2004.0,9,22,10
10,474,1330,CRIMINAL TRESPASS,TO LAND,CHA PARKING LOT/GROUNDS,True,False,12.0,2004.0,2,2,21
11,2,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,18.0,2004.0,6,25,12
12,5,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,3.0,2004.0,8,1,21
13,43,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,18.0,2004.0,11,1,19
14,104,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,11.0,2004.0,9,10,13
15,121,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,8.0,2004.0,11,3,12
16,154,0890,THEFT,FROM BUILDING,APARTMENT,False,False,7.0,2004.0,6,16,21
17,87,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,10.0,2004.0,10,2,18
18,175,0460,BATTERY,SIMPLE,SIDEWALK,True,False,7.0,2004.0,10,22,14
19,28,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1.0,2004.0,10,6,14
20,1355,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,APARTMENT,True,False,17.0,2004.0,10,7,2
21,801,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,8.0,2004.0,8,5,2
22,182,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,False,9.0,2004.0,12,3,0
23,88,0810,THEFT,OVER $500,STREET,False,False,12.0,2004.0,11,20,0
24,174,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,7.0,2004.0,5,13,21
