,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,1332,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,15.0,2002.0,5,23,19
1,352,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,9.0,2002.0,11,5,21
2,265,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,19.0,2002.0,5,13,9
3,78,0820,THEFT,$500 AND UNDER,STREET,False,False,2.0,2002.0,8,3,12
4,92,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,8.0,2002.0,12,15,0
5,19,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,7.0,2002.0,2,18,16
6,42,0810,THEFT,OVER $500,RESIDENCE,False,False,10.0,2002.0,7,7,9
7,2868,0560,ASSAULT,SIMPLE,STREET,False,False,2.0,2002.0,5,30,13
8,2170,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,11.0,2002.0,12,17,11
9,441,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,False,8.0,2002.0,6,21,9
10,168,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,5.0,2002.0,6,30,15
11,1661,0460,BATTERY,SIMPLE,STREET,False,False,7.0,2002.0,2,27,10
12,3037,0460,BATTERY,SIMPLE,STREET,False,False,7.0,2002.0,11,20,16
13,1919,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,11.0,2002.0,12,13,17
14,1995,0560,ASSAULT,SIMPLE,STREET,False,True,3.0,2002.0,4,8,23
15,167,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,11.0,2002.0,9,10,16
16,72,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,5.0,2002.0,3,1,15
17,423,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,9.0,2002.0,5,23,9
18,1456,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,8.0,2002.0,5,2,20
19,509,0810,THEFT,OVER $500,STREET,False,False,12.0,2002.0,12,13,23
20,1630,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,25.0,2002.0,1,16,19
21,77,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,4.0,2002.0,4,26,12
22,261,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,19.0,2002.0,9,1,20
23,3409,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,True,False,1.0,2002.0,2,7,21
24,1326,0460,BATTERY,SIMPLE,RESIDENCE,False,True,4.0,2002.0,6,24,23
25,284,0820,THEFT,$500 AND UNDER,OTHER,False,False,14.0,2002.0,9,10,15
26,109,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,6.0,2002.0,6,5,23
27,466,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,True,False,2.0,2002.0,1,2,18
28,2544,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2.0,2002.0,4,5,23
29,2678,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,10.0,2002.0,5,11,20
30,1275,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,4.0,2002.0,9,21,13
31,563,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,8.0,2002.0,7,30,0
32,884,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,8.0,2002.0,10,4,5
33,578,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,22.0,2002.0,5,6,14
34,73,0460,BATTERY,SIMPLE,APARTMENT,False,True,15.0,2002.0,6,1,3
35,724,0560,ASSAULT,SIMPLE,APARTMENT,False,False,10.0,2002.0,6,24,13
36,3498,0460,BATTERY,SIMPLE,SIDEWALK,False,False,14.0,2002.0,8,23,14
37,979,0820,THEFT,$500 AND UNDER,STREET,False,False,3.0,2002.0,6,17,2
38,1482,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,11.0,2002.0,10,9,15
39,2028,0460,BATTERY,SIMPLE,RESIDENCE,False,False,6.0,2002.0,8,22,3
40,999,0820,THEFT,$500 AND UNDER,STREET,False,False,8.0,2002.0,7,12,13
41,1024,0460,BATTERY,SIMPLE,RESIDENCE,False,False,22.0,2002.0,4,1,13
42,365,0460,BATTERY,SIMPLE,RESIDENCE,False,True,6.0,2002.0,3,25,18
43,1839,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,False,False,11.0,2002.0,10,9,2
44,3379,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,8.0,2002.0,2,26,21
45,1098,0460,BATTERY,SIMPLE,RESIDENCE,True,True,6.0,2002.0,1,19,20
46,3456,0460,BATTERY,SIMPLE,STREET,False,False,12.0,2002.0,6,5,22
47,3990,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,10.0,2002.0,2,20,16
48,545,0810,THEFT,OVER $500,STREET,False,False,18.0,2002.0,5,30,12
49,2024,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,15.0,2002.0,10,13,0
