,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,6484567,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,4.0,2016.0,5,2,23
1,6484571,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,11.0,2016.0,5,2,20
2,6484577,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,5.0,2016.0,9,4,21
3,6484570,0460,BATTERY,SIMPLE,SIDEWALK,False,False,8.0,2016.0,9,28,15
4,6484601,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,19.0,2016.0,5,4,15
5,6484707,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,11.0,2016.0,1,20,12
6,6484587,0560,ASSAULT,SIMPLE,STREET,False,False,7.0,2016.0,7,9,17
7,6484581,0810,THEFT,OVER $500,STREET,False,False,18.0,2016.0,8,10,1
8,6484585,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,10.0,2016.0,11,13,12
9,6484623,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1.0,2016.0,5,26,16
