,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,252,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,False,False,3.0,2001.0,9,10,18
1,18,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,True,25.0,2001.0,1,1,9
2,1976,0460,BATTERY,SIMPLE,RESIDENCE,False,True,5.0,2001.0,3,20,23
3,519,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2.0,2001.0,5,31,17
4,132,0460,BATTERY,SIMPLE,RESIDENCE,False,False,7.0,2001.0,2,28,14
5,854,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,25.0,2001.0,12,23,20
6,335,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESIDENCE,False,False,6.0,2001.0,1,19,15
7,1438,0820,THEFT,$500 AND UNDER,STREET,False,False,11.0,2001.0,10,29,10
8,751,0460,BATTERY,SIMPLE,SIDEWALK,False,False,15.0,2001.0,2,16,9
9,6,0810,THEFT,OVER $500,RESIDENCE,False,False,17.0,2001.0,1,20,11
10,1746,0460,BATTERY,SIMPLE,STREET,False,False,9.0,2001.0,2,2,0
11,1565,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,True,False,2.0,2001.0,1,19,14
12,2699,0560,ASSAULT,SIMPLE,STREET,False,False,7.0,2001.0,7,21,15
13,913,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,False,True,8.0,2001.0,3,20,21
14,1905,0810,THEFT,OVER $500,STREET,True,False,4.0,2001.0,7,7,11
15,791,0820,THEFT,$500 AND UNDER,STREET,False,False,5.0,2001.0,4,25,17
16,794,0460,BATTERY,SIMPLE,APARTMENT,True,True,24.0,2001.0,5,17,10
17,382,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,24.0,2001.0,3,2,20
18,908,0460,BATTERY,SIMPLE,RESIDENCE,False,False,7.0,2001.0,4,25,10
19,590,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2.0,2001.0,12,21,23
20,482,0560,ASSAULT,SIMPLE,RESIDENCE,True,False,9.0,2001.0,8,12,17
21,589,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,8.0,2001.0,3,10,0
22,1903,0460,BATTERY,SIMPLE,APARTMENT,False,True,4.0,2001.0,8,5,22
23,118,0810,THEFT,OVER $500,RESIDENCE,False,False,3.0,2001.0,10,1,12
24,7199,0820,THEFT,$500 AND UNDER,STREET,False,False,20.0,2001.0,12,29,19
25,1498,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,9.0,2001.0,1,26,12
26,3058,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,3.0,2001.0,12,13,0
27,17,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,11.0,2001.0,1,1,11
28,1460,0460,BATTERY,SIMPLE,APARTMENT,False,False,2.0,2001.0,7,5,14
29,1940,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,14.0,2001.0,2,14,10
30,1725,0460,BATTERY,SIMPLE,SIDEWALK,False,False,7.0,2001.0,6,29,5
31,1022,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,4.0,2001.0,1,20,13
32,2256,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,9.0,2001.0,4,1,16
33,1476,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,25.0,2001.0,1,30,8
34,3250,0460,BATTERY,SIMPLE,STREET,False,False,18.0,2001.0,12,2,4
