,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,2180446,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,16.0,2007.0,4,9,20
1,2180912,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,11.0,2007.0,1,2,19
2,2251242,0460,BATTERY,SIMPLE,STREET,True,False,25.0,2007.0,4,17,19
3,2227430,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,25.0,2007.0,2,17,18
4,2191307,0560,ASSAULT,SIMPLE,STREET,False,False,15.0,2007.0,1,20,23
5,2217108,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,3.0,2007.0,6,12,19
6,2192707,0820,THEFT,$500 AND UNDER,STREET,False,False,6.0,2007.0,5,6,16
7,2180876,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,8.0,2007.0,12,23,0
8,2190460,0460,BATTERY,SIMPLE,STREET,False,False,12.0,2007.0,2,28,15
9,2259786,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,7.0,2007.0,6,28,13
