,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,19,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,8.0,2002.0,7,13,16
1,114,0460,BATTERY,SIMPLE,SIDEWALK,False,False,15.0,2002.0,8,3,10
2,73,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,8.0,2002.0,5,8,14
3,463,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,11.0,2002.0,5,30,18
4,77,0820,THEFT,$500 AND UNDER,STREET,False,False,2.0,2002.0,8,14,20
5,127,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,14.0,2002.0,2,2,0
6,236,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,3.0,2002.0,8,7,17
7,168,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,18.0,2002.0,6,18,12
8,98,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2.0,2002.0,3,24,18
9,2286,0460,BATTERY,SIMPLE,STREET,True,False,17.0,2002.0,5,15,9
