,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,1882,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,25.0,2002.0,5,6,1
1,372,0820,THEFT,$500 AND UNDER,OTHER,False,False,14.0,2002.0,12,25,10
2,3499,0820,THEFT,$500 AND UNDER,STREET,True,False,17.0,2002.0,7,23,7
3,408,0820,THEFT,$500 AND UNDER,STREET,False,False,2.0,2002.0,8,12,7
4,479,0460,BATTERY,SIMPLE,RESIDENCE,False,False,8.0,2002.0,8,12,8
5,284,0820,THEFT,$500 AND UNDER,OTHER,False,False,7.0,2002.0,8,12,20
6,466,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,True,False,10.0,2002.0,7,1,21
7,2497,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,2.0,2002.0,6,29,19
8,1482,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,11.0,2002.0,2,15,13
9,487,0820,THEFT,$500 AND UNDER,APARTMENT,True,False,11.0,2002.0,9,16,22
10,3461,0820,THEFT,$500 AND UNDER,STREET,False,False,2.0,2002.0,9,5,11
11,1138,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,11.0,2002.0,9,20,13
12,365,0460,BATTERY,SIMPLE,RESIDENCE,False,True,7.0,2002.0,6,9,14
13,1740,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,True,False,11.0,2002.0,3,4,12
14,72,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,True,False,1.0,2002.0,1,1,9
15,1269,0460,BATTERY,SIMPLE,APARTMENT,False,False,4.0,2002.0,7,5,11
16,42,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,6.0,2002.0,9,1,0
17,1601,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,25.0,2002.0,5,3,3
18,1931,0810,THEFT,OVER $500,STREET,False,False,18.0,2002.0,9,6,16
19,261,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,14.0,2002.0,7,1,19
20,3528,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,11.0,2002.0,12,8,11
21,3456,0460,BATTERY,SIMPLE,STREET,True,False,1.0,2002.0,5,9,22
22,3567,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,14.0,2002.0,3,27,20
23,3580,0460,BATTERY,SIMPLE,STREET,True,False,11.0,2002.0,6,10,1
24,5552,0820,THEFT,$500 AND UNDER,STREET,True,False,7.0,2002.0,4,17,22
25,3487,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,14.0,2002.0,9,24,18
26,1068,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,False,False,18.0,2002.0,2,19,20
27,397,0810,THEFT,OVER $500,OTHER,False,False,16.0,2002.0,11,6,14
28,3361,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,2.0,2002.0,8,1,9
29,1291,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,8.0,2002.0,5,14,22
30,319,0820,THEFT,$500 AND UNDER,STREET,False,False,8.0,2002.0,8,24,0
31,352,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,3.0,2002.0,9,30,22
32,454,0560,ASSAULT,SIMPLE,STREET,False,False,2.0,2002.0,6,9,12
33,1378,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,18.0,2002.0,10,4,9
34,3503,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,True,False,22.0,2002.0,6,12,14
35,3512,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,True,False,4.0,2002.0,11,25,19
36,109,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,11.0,2002.0,7,14,2
37,2955,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2.0,2002.0,8,13,17
38,665,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,True,False,8.0,2002.0,5,23,3
39,3947,0460,BATTERY,SIMPLE,OTHER,False,False,11.0,2002.0,8,6,14
40,265,0810,THEFT,OVER $500,STREET,False,False,11.0,2002.0,11,22,9
41,2990,0460,BATTERY,SIMPLE,RESIDENCE,False,False,24.0,2002.0,7,8,17
42,3492,0460,BATTERY,SIMPLE,RESIDENCE,False,False,1.0,2002.0,3,7,14
43,98,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,5.0,2002.0,7,1,1
44,3431,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,8.0,2002.0,8,19,12
45,2073,0460,BATTERY,SIMPLE,RESIDENCE,False,True,4.0,2002.0,6,18,1
46,3875,0810,THEFT,OVER $500,STREET,False,False,17.0,2002.0,2,20,22
47,850,0810,THEFT,OVER $500,AIRPORT/AIRCRAFT,False,False,16.0,2002.0,11,25,10
48,3651,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,9.0,2002.0,2,13,23
49,3496,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,10.0,2002.0,5,7,17
50,19,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,4.0,2002.0,6,15,18
51,445,0810,THEFT,OVER $500,OTHER,False,False,9.0,2002.0,7,8,13
52,3649,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,False,False,9.0,2002.0,11,4,19
53,1098,0460,BATTERY,SIMPLE,RESIDENCE,True,True,17.0,2002.0,3,22,22
54,356,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,22.0,2002.0,12,18,20
55,1407,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,True,False,25.0,2002.0,7,18,19
56,3432,0560,ASSAULT,SIMPLE,STREET,False,False,5.0,2002.0,8,28,1
57,2922,0460,BATTERY,SIMPLE,STREET,True,False,8.0,2002.0,1,13,23
