,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,86,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,9.0,2004.0,9,5,3
1,67,0560,ASSAULT,SIMPLE,APARTMENT,True,False,15.0,2004.0,11,9,12
2,48,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,12.0,2004.0,7,27,22
3,178,031A,ROBBERY,ARMED: HANDGUN,STREET,True,False,6.0,2004.0,12,2,21
4,144,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,False,24.0,2004.0,1,19,1
5,160,0460,BATTERY,SIMPLE,STREET,True,False,8.0,2004.0,1,9,11
6,673,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,12.0,2004.0,2,16,11
7,27,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,7.0,2004.0,1,2,18
8,60,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,22.0,2004.0,2,6,19
9,104,2027,NARCOTICS,POSS: CRACK,STREET,True,False,11.0,2004.0,9,16,18
10,0,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,11.0,2004.0,1,1,0
11,7038,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,False,1.0,2004.0,9,15,14
12,317,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,25.0,2004.0,5,18,9
13,221,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,15.0,2004.0,7,28,10
14,306,0560,ASSAULT,SIMPLE,STREET,False,False,12.0,2004.0,1,3,9
15,1065787,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,10.0,2004.0,9,26,12
16,91,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,10.0,2004.0,6,12,3
17,3,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,4.0,2004.0,12,19,18
18,491,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,25.0,2004.0,12,3,21
19,137,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,18.0,2004.0,8,6,14
20,1523,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,3.0,2004.0,6,8,9
21,51,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,8.0,2004.0,8,27,12
22,771,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,18.0,2004.0,6,29,21
23,8,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,18.0,2004.0,1,16,17
24,175,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,True,False,12.0,2004.0,9,9,17
25,638,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,3.0,2004.0,9,21,1
26,1993,0560,ASSAULT,SIMPLE,STREET,False,True,2.0,2004.0,7,28,16
27,1440972,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,6.0,2004.0,9,8,14
28,7030,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,6.0,2004.0,12,2,22
29,1901,0560,ASSAULT,SIMPLE,STREET,False,False,25.0,2004.0,5,17,11
30,176,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,True,False,11.0,2004.0,11,26,12
31,80,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,8.0,2004.0,12,17,22
32,237,0820,THEFT,$500 AND UNDER,STREET,False,False,12.0,2004.0,7,30,8
33,134,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,5.0,2004.0,5,10,15
34,171,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,7.0,2004.0,1,1,19
35,706,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,12.0,2004.0,9,27,14
36,29,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,6.0,2004.0,1,2,13
37,278,0820,THEFT,$500 AND UNDER,OTHER,False,False,12.0,2004.0,6,17,3
38,117,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,3.0,2004.0,9,1,12
39,161,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,25.0,2004.0,9,30,21
40,174,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,11.0,2004.0,11,21,18
41,7101,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,True,True,3.0,2004.0,7,17,1
42,250,0820,THEFT,$500 AND UNDER,STREET,False,False,12.0,2004.0,8,13,21
43,2461,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,False,4.0,2004.0,6,9,12
44,28,0820,THEFT,$500 AND UNDER,STREET,False,False,1.0,2004.0,7,6,19
45,143,0810,THEFT,OVER $500,STREET,False,False,19.0,2004.0,10,22,19
46,30,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,11.0,2004.0,9,4,12
47,7166,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2.0,2004.0,6,29,17
48,301,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1.0,2004.0,9,8,16
49,46,0460,BATTERY,SIMPLE,SIDEWALK,False,False,6.0,2004.0,6,25,10
